content_hash,kept_source_file,duplicate_source_file,reason
63eb2364a1a323ef19b026c4409f2f4ed8342c9babac66c5b52169cacee4955f,"00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/40850 - Rechnung 240213_2024 vom 29.01.2024, Aufträge 31_24, 32_23, 33_23, 33_24, 34_24, 98_24, Mandant 42303.pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/40850 - Rechnung 240213_2024 vom 29.01.2024, Aufträge 31_24, 32_23, 33_23, 33_24, 34_24, 98_24, Mandant 42303__copy2.pdf",Same file hash.
5bcc23fe4bc9f72328f9e0c3d5e635dbaaaec9d236c2a0d22fa37551132d1502,"00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/41261 - Rechnung 240303_2024 vom 27.03.2024, Aufträge 31_24, 33_24, 34_24, Mandant 42303.pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/41261 - Rechnung 240303_2024 vom 27.03.2024, Aufträge 31_24, 33_24, 34_24, Mandant 42303__copy2.pdf",Same file hash.
6b25c7dfde73074b3441c81d86e8c1cea256a272276530616479b758d01b2d97,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/41467 - Accountings 02-2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/41467 - Accountings 02-2024.pdf,Same file hash.
0e041aaef9b05c8af1926a4632caaaa7d666391f8bf1abcc7f8ea5b2e1656cf0,"00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/41683 - Rechnung 240393_2024 vom 30.04.2024, Aufträge 31_24, 32_24, 33_24, 34_24, 98_24, Mandant 42303.pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/41683 - Rechnung 240393_2024 vom 30.04.2024, Aufträge 31_24, 32_24, 33_24, 34_24, 98_24, Mandant 42303__copy2.pdf",Same file hash.
32475ff5771a0ecb7e981e8ce7b3550c76ee9a82de54bc6aaf870b8be46b9996,"00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/42108 - Rechnung 240498_2024 vom 30.05.2024, Aufträge 21_24, 31_24, 32_24, 33_24, 34_24, Mandant 42303.pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/42108 - Rechnung 240498_2024 vom 30.05.2024, Aufträge 21_24, 31_24, 32_24, 33_24, 34_24, Mandant 42303__copy2.pdf",Same file hash.
c2fd1dbaf6d1dcb97044e03d7b599de279f0f5aca261d8584480ea87c7d814f1,"00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/42585 - Rechnung 240587_2024 vom 29.06.2024, Aufträge 31_24, 33_23, 33_24, 34_24, Mandant 42303-1.pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/42585 - Rechnung 240587_2024 vom 29.06.2024, Aufträge 31_24, 33_23, 33_24, 34_24, Mandant 42303-1__copy2.pdf",Same file hash.
612d87e71586ee76cf825906eb9be0543242139a89b4182a91e5ffb20dd0303b,"00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/43029 - Rechnung 240697_2024 vom 31.07.2024, Aufträge 21_23, 21_24, 31_22, 31_23, 31_24, 33_24, 34_24, Mandant 42303.pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/43029 - Rechnung 240697_2024 vom 31.07.2024, Aufträge 21_23, 21_24, 31_22, 31_23, 31_24, 33_24, 34_24, Mandant 42303__copy2.pdf",Same file hash.
2061fe8d913f13c76ae8107688c5aae270103d5e1641a936258bb43d8cf6a815,"00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/43617 - Rechnung 240857_2024 vom 30.08.2024, Aufträge 31_24, 32_24, 33_24, 34_24, Mandant 42303.pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/43617 - Rechnung 240857_2024 vom 30.08.2024, Aufträge 31_24, 32_24, 33_24, 34_24, Mandant 42303__copy2.pdf",Same file hash.
83653a4be3d7561bb707824faa06617ad4b00e6c8ae9e594969b4fd39fbcc088,"00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/44458 - Rechnung 241068_2024 vom 30.10.2024, Aufträge 31_24, 33_24, 34_24, Mandant 42303.pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/44458 - Rechnung 241068_2024 vom 30.10.2024, Aufträge 31_24, 33_24, 34_24, Mandant 42303__copy2.pdf",Same file hash.
8759b5e6f1e0349f6efcc0d463b497572bf37c38eba592699cc522f716110b7e,"00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/45027 - Rechnung 241185_2024 vom 29.11.2024, Aufträge 31_24, 33_24, 34_24, Mandant 42303.pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/45027 - Rechnung 241185_2024 vom 29.11.2024, Aufträge 31_24, 33_24, 34_24, Mandant 42303__copy2.pdf",Same file hash.
eb5906347032b8f5f29523040eeeb27239ec35c56acb84233f5bc0cdc129ec0f,"00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/45474 - Rechnung 241289_2024 vom 27.12.2024, Aufträge 21_24, 31_24, 32_24, 33_24, 34_24, 35_21, 35_24, 50_24, 98_24, Mandant 42303.pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/45474 - Rechnung 241289_2024 vom 27.12.2024, Aufträge 21_24, 31_24, 32_24, 33_24, 34_24, 35_21, 35_24, 50_24, 98_24, Mandant 42303__copy2.pdf",Same file hash.
52e88f0a4c26b61d68a51457c55510e515f4db702567de3168e4325ce3bedd23,"00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/46583 - Rechnung 250253_2025 vom 14.03.2025, Aufträge 31_25, 33_24, 34_24, 34_25, Mandant 42303.pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/46583 - Rechnung 250253_2025 vom 14.03.2025, Aufträge 31_25, 33_24, 34_24, 34_25, Mandant 42303__copy2.pdf",Same file hash.
a79206169d84b229e89b161139d1b6df662383023299208f90cb0a68d696a0bc,"00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/46851 - Rechnung 250303_2025 vom 31.03.2025, Aufträge 31_25, 33_25, 34_25, Mandant 42303.pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/46851 - Rechnung 250303_2025 vom 31.03.2025, Aufträge 31_25, 33_25, 34_25, Mandant 42303__copy2.pdf",Same file hash.
f8f68fb41b1e6d4d35ac031f6159c9046e79d6f5af789fbacb320205c42fbe71,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/6106074_020725.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/6106074_020725__copy2.pdf,Same file hash.
f8f68fb41b1e6d4d35ac031f6159c9046e79d6f5af789fbacb320205c42fbe71,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/6106074_020725.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/6106074_020725__copy3.pdf,Same file hash.
936f8b83bb18b5f9668a63eb289651730da55e4e87b55738e9ad8ae258bded58,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/6106074_040625.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/6106074_040625__copy2.pdf,Same file hash.
936f8b83bb18b5f9668a63eb289651730da55e4e87b55738e9ad8ae258bded58,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/6106074_040625.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/6106074_040625__copy3.pdf,Same file hash.
038ac07e352d64993cdf353dbab43353938605e768286d68906797736fd04ff3,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/6106074_050825.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/6106074_050825__copy2.pdf,Same file hash.
038ac07e352d64993cdf353dbab43353938605e768286d68906797736fd04ff3,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/6106074_050825.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/6106074_050825__copy3.pdf,Same file hash.
a2dcb36a802a6e6d98f6eb096cd4513fb5ed7f5be0aad672f9c20039cc60245e,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/6106074_061224.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/6106074_061224__copy2.pdf,Same file hash.
a2dcb36a802a6e6d98f6eb096cd4513fb5ed7f5be0aad672f9c20039cc60245e,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/6106074_061224.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/6106074_061224__copy3.pdf,Same file hash.
d19c33258b9072f9134ebbdcc7621dd9126a0afb42eb861c4df566dccf83f0c8,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/6106074_070225.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/6106074_070225__copy2.pdf,Same file hash.
d19c33258b9072f9134ebbdcc7621dd9126a0afb42eb861c4df566dccf83f0c8,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/6106074_070225.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/6106074_070225__copy3.pdf,Same file hash.
3cff7263f5819ad56113a296a38f78d7c11a98e8573c2afd72f8be8950011764,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/6106074_080125.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/6106074_080125__copy2.pdf,Same file hash.
3cff7263f5819ad56113a296a38f78d7c11a98e8573c2afd72f8be8950011764,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/6106074_080125.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/6106074_080125__copy3.pdf,Same file hash.
5bce500c11771472afbe5d241bb2434c2ea3c78257693ba0f7ac90d7bd4d9aff,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 01-2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Accountings 01-2024.pdf,Same file hash.
3b11bf454781e404368fd15390ce7b2f2052faff5d9a424f61c47127674ac41e,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 01-2025.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Accountings 01-2025.pdf,Same file hash.
ab247087b407553691b604c41c0e8d668c602341ef214f9f5b3fdda13db81fdf,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 02-2025.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Accountings 02-2025.pdf,Same file hash.
23726bedcba1a61ee095a2a43b9c9db9e8ccde1c28dc1dd0e439b7bfd07982a2,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 04-2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Accountings 04-2024.pdf,Same file hash.
9814fadc91355c8e6dbddb83776850d3b188ba81f3c3d64a7ac3a3c02c4470c9,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 05-2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Accountings 05-2024.pdf,Same file hash.
06a6281973eefe81c460eaadb4fa8cae0aa48cc498ac695d687db89acbcb4aa8,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 06-2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Accountings 06-2024.pdf,Same file hash.
151d84de02a94500ff19dd7bf0e62f23935f1bbc0cc69ed156fd5c1385197930,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 07-2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Accountings 07-2024.pdf,Same file hash.
66a6a0d1dfe2185ea694f6faa81d30337aabe469c9dcc4069e5063caedfd7eb3,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 09-2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Accountings 09-2024.pdf,Same file hash.
6ba518bf32227f605a0bfe1417b7b5a2a86ab2fd5f6f95145899da9643270ee0,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 10-2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Accountings 10-2024.pdf,Same file hash.
88e88d6d660b782db654b2f58fc29509eb52b031717998bf13025d069fad5370,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 11-2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Accountings 11-2024.pdf,Same file hash.
d4e02fc0706f01d18bc315d1043e09967202d5e17ab3e6c7fee56ab36e4ddd39,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 12-2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Accountings 12-2024.pdf,Same file hash.
5ebe637ae38b4bf1e56be514f71bd648eefdba9b8970a69646e2d7538f1a5042,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/BIG_Arbeitgeber_SEPA_Lastschriftmandat.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/BIG_Arbeitgeber_SEPA_Lastschriftmandat.pdf,Same file hash.
2f506bb75ee961f23cf26925a153349be1b4224d589d6e6af77ea2f6621b2e3a,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/CarlundCarla_RG424005125.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/CarlundCarla_RG424005125__copy2.pdf,Same file hash.
2f506bb75ee961f23cf26925a153349be1b4224d589d6e6af77ea2f6621b2e3a,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/CarlundCarla_RG424005125.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/CarlundCarla_RG424005125__copy3.pdf,Same file hash.
f0ae803ceae16b7e446b8c87cb3a2825bbfb2aca339fc64a36cb0acec0e7f651,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/CarlundCarla_RG424005157.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/CarlundCarla_RG424005157__copy2.pdf,Same file hash.
f0ae803ceae16b7e446b8c87cb3a2825bbfb2aca339fc64a36cb0acec0e7f651,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/CarlundCarla_RG424005157.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/CarlundCarla_RG424005157__copy3.pdf,Same file hash.
ee11f17df6e0b6271b23faf629b702b69e048e69a01d9c88f0248eed0ac8c258,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/DocScanner 27.01.2025 г. 15-09 ч..pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/DocScanner 27.01.2025 г. 15-09 ч.__copy2.pdf,Same file hash.
3d62fbfe21b7f7d1324086c8efcb74b38d020fbc6edff15d6746033f8fc7dfee,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/KD-Nr. 550980 - Pre-Not._Nr. 6102600491.PDF,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/KD-Nr. 550980 - Pre-Not._Nr. 6102600491.PDF,Same file hash.
b5e1f116b2143160a46b55bb427c2fa39cac4ce77bf838d15616d9a9aa9193b1,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/KD-Nr. 550980 - Pre-Not._Nr. 6102659867.PDF,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/KD-Nr. 550980 - Pre-Not._Nr. 6102659867.PDF,Same file hash.
a8dec30a392b140106ce0dae463b73a7e3cd1bebce4e11ad27f7d05a58778d6f,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/KD-Nr. 550980 - Pre-Not._Nr. 6102665850.PDF,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/KD-Nr. 550980 - Pre-Not._Nr. 6102665850.PDF,Same file hash.
52eb4c39e5d18e1a3de2a443a79a53a849d421bd9a3409e41913bac8eef6c58f,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/KD-Nr. 550980 - Pre-Not._Nr. 6102698674.PDF,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/KD-Nr. 550980 - Pre-Not._Nr. 6102698674.PDF,Same file hash.
db4ad4de7f6bd6a2f2c4986f4106dcb885ceb0f05b1464d3b87a95d0f3ee007a,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Martin Zahariev Transporte 2036 08.01.2025 Scannermiete.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Martin Zahariev Transporte 2036 08.01.2025 Scannermiete__copy2.pdf,Same file hash.
f029a7ebf6cd423f80540e232f57a57ba6afb643ad0be9d789600daa70e872aa,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Martin Zahariev Transporte 2054 07.02.2025 Scannermiete.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Martin Zahariev Transporte 2054 07.02.2025 Scannermiete__copy2.pdf,Same file hash.
43c0f8abb1df3ed675fe849076c2aceba368c64360e040f399b9bf6de8cc8ab6,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Martin Zahariev Transporte 2058 08.03.2025 Scannermiete.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Martin Zahariev Transporte 2058 08.03.2025 Scannermiete__copy2.pdf,Same file hash.
ef3560b0a998ac085c4d5baa45cba6ca2e7c048aa1b5dd954585c0c53083ba57,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung 2765 Zahariev Hermes Scannermiete.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung 2765 Zahariev Hermes Scannermiete__copy2.pdf,Same file hash.
92fdf389e5be3290bc17ea7e9197dadd0f0930a5a4183f199f4965265e9728b2,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung 2777 Zahariev Hermes Unterstützungstouren.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung 2777 Zahariev Hermes Unterstützungstouren__copy2.pdf,Same file hash.
41ee155c2c28c7467ef89cb9a23e37cb468ce3f2f30410ff881fc37b1d3cc330,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung 2778 Zahariev Hermes Scannermiete.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung 2778 Zahariev Hermes Scannermiete__copy2.pdf,Same file hash.
a314276e997cbeb89d9a47c34687d9eb1a69e2b8c8ba99d296ffb7f06bebb166,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung 2782 Zahariev Hermes Bearbeitungsgebühr.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung 2782 Zahariev Hermes Bearbeitungsgebühr__copy2.pdf,Same file hash.
7e3b9e0a9bf913d6af5110df77ad6eb01356844d0dc1069ab569f7051dd0641b,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung 2788 Zahariev Hermes Scannermiete.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung 2788 Zahariev Hermes Scannermiete__copy2.pdf,Same file hash.
868a856e154920919fa76f106c6b1a65f32255e34fbee3e8fcd21f6caa3956ee,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung 2789 Zahariev TF Touren.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung 2789 Zahariev TF Touren__copy2.pdf,Same file hash.
fd383c32109ae13d725034290c30fb6bd24ffe959f863d5d46eb8b8fcd9e7b2a,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung 2794 Zahariev KFZ Miete.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung 2794 Zahariev KFZ Miete__copy2.pdf,Same file hash.
fd383c32109ae13d725034290c30fb6bd24ffe959f863d5d46eb8b8fcd9e7b2a,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung 2794 Zahariev KFZ Miete.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung 2794 Zahariev KFZ Miete__copy3.pdf,Same file hash.
8b0fcc35c155f8e1904c07e9656a3a44f3f22bbbffdeab88c9b7c33e05930564,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung 2799 Bearbeitungsgebühr 10.06.2025 Zahariev.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung 2799 Bearbeitungsgebühr 10.06.2025 Zahariev__copy2.pdf,Same file hash.
97b92b663ecd79e9bcc62a2500148e88ca976873b228cb5be11ab67de68d23a7,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung 2810 Zahariev TF Touren.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung 2810 Zahariev TF Touren__copy2.pdf,Same file hash.
f6f34eb173aaa899cfe6acbecb9b838e0b3e7d5562ec83d1075a0e900e3bf07e,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung 2811 Zahariev scannermiete.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung 2811 Zahariev scannermiete__copy2.pdf,Same file hash.
612a5d4bc4bd153be171561700f79afb302be1ff35ac1d94b6b065befff02de7,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung 2813 zahariev bearbeitungsgebühr.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung 2813 zahariev bearbeitungsgebühr__copy2.pdf,Same file hash.
1f00c6000c8527fb5ab8ca590cc41590cd358e5e0f3c93a0fffde148db7b1800,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung 2814 zahariev bekleidung.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung 2814 zahariev bekleidung__copy2.pdf,Same file hash.
d2b1750efec40da5df19e0fff5fd8151eac6e9366c7c5fe6e0f41d97fdb2d70c,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Rechnung RE211073-1.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung RE211073-1.pdf,Same file hash.
d2b1750efec40da5df19e0fff5fd8151eac6e9366c7c5fe6e0f41d97fdb2d70c,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Rechnung RE211073-1.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung RE211073-1__copy2.pdf,Same file hash.
c07e09a0f45928f6c50b0f7c1968ff364edad56a07bccd5bc7c9e97e6b361972,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Rechnung RE211073.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung RE211073.pdf,Same file hash.
c07e09a0f45928f6c50b0f7c1968ff364edad56a07bccd5bc7c9e97e6b361972,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Rechnung RE211073.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung RE211073__copy2.pdf,Same file hash.
079d887dd9fc5aa7d35c601c97d5e010729bae2781df22b29d2d5897883ab75b,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Rücklastschrift _ Ihre KD-Nr. 550980-1.PDF,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rücklastschrift _ Ihre KD-Nr. 550980-1.PDF,Same file hash.
1b8cd5d359449d5f57a8ef622620c30395b56e07317bc4373e43f31aeb6e1594,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Rücklastschrift _ Ihre KD-Nr. 550980-2.PDF,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rücklastschrift _ Ihre KD-Nr. 550980-2.PDF,Same file hash.
0453446dfb77367ac908b46d4405500ec79aa04e8e351e61bda3832b0719fe47,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Rücklastschrift _ Ihre KD-Nr. 550980.PDF,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rücklastschrift _ Ihre KD-Nr. 550980.PDF,Same file hash.
6919dffcda81149c5f28949ea456b124d79e5c0b8714982fee8d7eb50c879185,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Unternehmerabrechnung - VP 120-2300157425.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Unternehmerabrechnung - VP 120-2300157425__copy2.pdf,Same file hash.
48b1cf84de619094d32ccccce7492d5ac4180b8ff41c09cf4acb104087b08e7f,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Unternehmerabrechnung - VP 120-2300157934.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Unternehmerabrechnung - VP 120-2300157934__copy2.pdf,Same file hash.
028385b3a10dc8acd58e4cc9d1d2d4eee668046f910dca17b6f553e5d117ed5e,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Unternehmerabrechnung - VP 120-2400000826.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Unternehmerabrechnung - VP 120-2400000826__copy2.pdf,Same file hash.
9e90452b0224fd5c2ab09260b827e97ad1846c1016b4046cea088a29f239d676,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Unternehmerabrechnung - VP 120-2400000990.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Unternehmerabrechnung - VP 120-2400000990__copy2.pdf,Same file hash.
1565424b35ded35ff44ef8c39f646f0117dc9f8f2058c93e290177508d454505,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Unternehmerabrechnung - VP 120-2400001108-1.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Unternehmerabrechnung - VP 120-2400001108-1__copy2.pdf,Same file hash.
97d6c222abb9d06a1df143207be362da65beea27848da228a848bba0f114282c,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Unternehmerabrechnung - VP 120-2400017841.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Unternehmerabrechnung - VP 120-2400017841__copy2.pdf,Same file hash.
ff3bb4fe75d4a1ebd652ed8d746130307a74cdb48ad4cd0ffe36c4e976ffff88,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Unternehmerabrechnung - VP 120-2400018211.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Unternehmerabrechnung - VP 120-2400018211__copy2.pdf,Same file hash.
