content_hash,kept_source_file,duplicate_source_file,reason
8fc0faeefcdd254e7a09f3339363b79e86d523efe3525c9cb1fa2a9eed7b2abb,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/39922 - Accountings 11-2023.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/39922 - Accountings 11-2023__copy2.pdf,Same file hash.
799c215892c228d5934f66430696d0c8c411eca20d5412fb3db8c9ecdd13e3a1,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/40578 - Accountings 12-2023.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/40578 - Accountings 12-2023__copy2.pdf,Same file hash.
6b25c7dfde73074b3441c81d86e8c1cea256a272276530616479b758d01b2d97,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/41467 - Accountings 02-2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/41467 - Accountings 02-2024__copy2.pdf,Same file hash.
4d9cbc9c91697809343d7ffba6aa66f78736e1226b892389ce010fca2c4926fe,"00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/41621 - GewSt-Bescheid 2023,2024.pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/41621 - GewSt-Bescheid 2023,2024__copy2.pdf",Same file hash.
5d600b2df1f5e0a4c9a78a7f6d47bbebfb590d632d8534b2c9fb882fd696bf02,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/90f3df27-1ca1-4b3a-9f1b-e33ffd37f10a.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/90f3df27-1ca1-4b3a-9f1b-e33ffd37f10a__copy2.pdf,Same file hash.
5bce500c11771472afbe5d241bb2434c2ea3c78257693ba0f7ac90d7bd4d9aff,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 01-2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 01-2024__copy2.pdf,Same file hash.
3b11bf454781e404368fd15390ce7b2f2052faff5d9a424f61c47127674ac41e,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 01-2025.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 01-2025__copy2.pdf,Same file hash.
ab247087b407553691b604c41c0e8d668c602341ef214f9f5b3fdda13db81fdf,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 02-2025.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 02-2025__copy2.pdf,Same file hash.
23726bedcba1a61ee095a2a43b9c9db9e8ccde1c28dc1dd0e439b7bfd07982a2,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 04-2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 04-2024__copy2.pdf,Same file hash.
9814fadc91355c8e6dbddb83776850d3b188ba81f3c3d64a7ac3a3c02c4470c9,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 05-2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 05-2024__copy2.pdf,Same file hash.
06a6281973eefe81c460eaadb4fa8cae0aa48cc498ac695d687db89acbcb4aa8,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 06-2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 06-2024__copy2.pdf,Same file hash.
151d84de02a94500ff19dd7bf0e62f23935f1bbc0cc69ed156fd5c1385197930,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 07-2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 07-2024__copy2.pdf,Same file hash.
66a6a0d1dfe2185ea694f6faa81d30337aabe469c9dcc4069e5063caedfd7eb3,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 09-2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 09-2024__copy2.pdf,Same file hash.
6ba518bf32227f605a0bfe1417b7b5a2a86ab2fd5f6f95145899da9643270ee0,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 10-2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 10-2024__copy2.pdf,Same file hash.
88e88d6d660b782db654b2f58fc29509eb52b031717998bf13025d069fad5370,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 11-2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 11-2024__copy2.pdf,Same file hash.
d4e02fc0706f01d18bc315d1043e09967202d5e17ab3e6c7fee56ab36e4ddd39,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 12-2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Accountings 12-2024__copy2.pdf,Same file hash.
247b90f6e93aed7fe6b1925b7a5a98541aae16cc7df291a5d03df053b050a5f8,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/agb_doc.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/agb_doc__copy2.pdf,Same file hash.
2e039bf0dd57eb6af32542254f5284a9335ea1a1af15d8a637817dde0ce87bfa,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/Anforderung einer regelmäßigen Unbedenklichkeitsbescheinigung im Abonnement.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Anforderung einer regelmäßigen Unbedenklichkeitsbescheinigung im Abonnement.pdf,Same file hash.
5e16d706598c636d01b2d4fb5ba17777c31d7bb30c549ae59bb1b9de5ff1b8aa,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Lohnauswertungen_August_2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Lohnauswertungen_August_2024__copy2.pdf,Same file hash.
08b034c3d2517fb62dc8f94287b0f3f25de8752e93839f0967a451312b876e89,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Rechnung_RE058675_11.08.2025.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Rechnung_RE058675_11.08.2025__copy2.pdf,Same file hash.
dacb35c670f9073ded055bad677379d702b59b31457c9801310f1f7c548999c7,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Test Pay ROll.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Test Pay ROll__copy2.pdf,Same file hash.
6681ccb0afd488332c7058d8a94dc8dec4c29935d595aa4e13939e3d82a282c7,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/Vasilev_Test Pay Slip.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Vasilev_Test Pay Slip.pdf,Same file hash.
7a298b3d9a60c1a9efd60992d00b5dbd7c9026d4962b6d41cff491b3f0be3269,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Voransicht2023_89878877.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/Voransicht2023_89878877__copy2.pdf,Same file hash.
a813e0cc8cc59370a6ad203b037de2d064a5ab94a0b5fde6dcd749dae416c52c,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/widerruf_doc.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/widerruf_doc__copy2.pdf,Same file hash.
cb74122ee949adb00687f4f273a521cab1c8bf8d8e98e1e0731feeb1edfa358b,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/working hours 03.2025.xlsx,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/working hours 03.2025__copy2.xlsx,Same file hash.
ce7b254bc127aae3c09c3c64cb41a822615a423367cb621f32e88957e05a3cf8,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/01-2023 #9120.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/01-2023 #9120__copy2.pdf,Same file hash.
ce7b254bc127aae3c09c3c64cb41a822615a423367cb621f32e88957e05a3cf8,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/01-2023 #9120.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/01-2023 #9120__copy3.pdf,Same file hash.
eb21138c117daa1549ab582a0ff2c0608fc02a4822b492e16bec977d7a1fd1e8,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/02-2021 #9109.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/02-2021 #9109.pdf,Same file hash.
eb21138c117daa1549ab582a0ff2c0608fc02a4822b492e16bec977d7a1fd1e8,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/02-2021 #9109.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/02-2021 #9109__copy2.pdf,Same file hash.
f92946ff6f976da51f038b27155e8c4c7fb45307b1ce261389cbafe7b0991bf5,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/02-2022 #9109.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/02-2022 #9109.pdf,Same file hash.
f92946ff6f976da51f038b27155e8c4c7fb45307b1ce261389cbafe7b0991bf5,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/02-2022 #9109.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/02-2022 #9109__copy2.pdf,Same file hash.
4456f44e009eedfd92fec9b88317f3b94b63b4b014ee4c5defab176db4ae7962,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/02-2022 #9120.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/02-2022 #9120__copy2.pdf,Same file hash.
af334ef38f23064faaf1811536ec6a4a27c5734c734ec80e5a16eb22c54e0b24,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/03-2023 #9120.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/03-2023 #9120__copy2.pdf,Same file hash.
af334ef38f23064faaf1811536ec6a4a27c5734c734ec80e5a16eb22c54e0b24,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/03-2023 #9120.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/03-2023 #9120__copy3.pdf,Same file hash.
389c130fed40b30a595675f2a6a59edfb5eff733d8df437ca12a310724b40ffd,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/04-2021 #9109.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/04-2021 #9109.pdf,Same file hash.
389c130fed40b30a595675f2a6a59edfb5eff733d8df437ca12a310724b40ffd,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/04-2021 #9109.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/04-2021 #9109__copy2.pdf,Same file hash.
1fd9ab706c338213982931b232725c29bc0cece8ddaac4bf94c710d62aaf8f98,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/04-2022 #9120.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/04-2022 #9120__copy2.pdf,Same file hash.
d4a8df1067e8ab86aa55e483caa484c5d9e710d8ef6cce84ce8b31ab89d25f03,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/06-2022 #9120.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/06-2022 #9120__copy2.pdf,Same file hash.
7e1420d1f3a1b475a7b5230f4541fc90824ee436caed3a2de136f0310136e15d,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/07-2021 #9109.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/07-2021 #9109.pdf,Same file hash.
7e1420d1f3a1b475a7b5230f4541fc90824ee436caed3a2de136f0310136e15d,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/07-2021 #9109.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/07-2021 #9109__copy2.pdf,Same file hash.
24bdee9c57942b9a1b4fb5f6f4d2dde8c8bcfd341f04f11b166e8aff19976f0c,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/07-2022 #9120.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/07-2022 #9120__copy2.pdf,Same file hash.
2f47107bb9eb5f458f7e2e91ddf4f2de1aa41fa6c1e9c55e5006ae0d435626af,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/09-2021 #9109.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/09-2021 #9109.pdf,Same file hash.
8e64dd6b20de0e55ea9a5d32240106c9549cc2fbc90c87f9d1821e45f6a27098,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/10-2022 #9120.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/10-2022 #9120__copy2.pdf,Same file hash.
4800039b6f7bec54b8bf91cb8d43ca4cfbea75946214b111166f3adbf101639b,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2023.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2023__copy2.pdf,Same file hash.
4800039b6f7bec54b8bf91cb8d43ca4cfbea75946214b111166f3adbf101639b,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2023.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2023__copy3.pdf,Same file hash.
06ee43d7bde4079fdd40e45fdfe8e1b0762ab5a4697e4ee6a094907e732b9dc3,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024__copy2.pdf,Same file hash.
06ee43d7bde4079fdd40e45fdfe8e1b0762ab5a4697e4ee6a094907e732b9dc3,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024__copy3.pdf,Same file hash.
e74dff110468224a25525d245e8fcbd8400c24371827be9a9e04c958633836c2,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/11-2021 #9109.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/11-2021 #9109.pdf,Same file hash.
e74dff110468224a25525d245e8fcbd8400c24371827be9a9e04c958633836c2,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/11-2021 #9109.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/11-2021 #9109__copy2.pdf,Same file hash.
8a670305fe5881b2cdbc30c4ef9f72a28de3373c1a126d5a6f1809a66ed4b7d2,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/12-2021 #9109.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/12-2021 #9109.pdf,Same file hash.
8a670305fe5881b2cdbc30c4ef9f72a28de3373c1a126d5a6f1809a66ed4b7d2,00_INBOX - Входящи - Eingang/Accounting_Organized/04_Health_Insurance/12-2021 #9109.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/12-2021 #9109__copy2.pdf,Same file hash.
a6246ddecc7cd34046321aead0e3f41b9b6841dc5e8ef9014c3bf0d97edfe906,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/12-2022 #9120.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/12-2022 #9120__copy2.pdf,Same file hash.
42b47e74f3d74610ef73eee6cc4b770bc9aec359cb22b3fbfa01fc8c645d4be8,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/20240123_60222_10160_Rechnung.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/20240123_60222_10160_Rechnung__copy2.pdf,Same file hash.
42b47e74f3d74610ef73eee6cc4b770bc9aec359cb22b3fbfa01fc8c645d4be8,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/20240123_60222_10160_Rechnung.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/20240123_60222_10160_Rechnung__copy3.pdf,Same file hash.
79947e953c836b8da090a3402c06a525a2e320c2b561a05997a5a8e11ca799cb,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/501 - Boryana Trichkova.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/501 - Boryana Trichkova__copy2.pdf,Same file hash.
79947e953c836b8da090a3402c06a525a2e320c2b561a05997a5a8e11ca799cb,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/501 - Boryana Trichkova.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/501 - Boryana Trichkova__copy3.pdf,Same file hash.
d45d97ee7ac5bd352cffd4a06f16fa6226dde42588c89ca7277768728a4eaecd,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/502 - Darin Veselinov.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/502 - Darin Veselinov__copy2.pdf,Same file hash.
d45d97ee7ac5bd352cffd4a06f16fa6226dde42588c89ca7277768728a4eaecd,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/502 - Darin Veselinov.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/502 - Darin Veselinov__copy3.pdf,Same file hash.
9c66b323be2ebdf7583f2033fa27505fa861b351b972d6f756f65fa1efb5a032,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/503 - Petar Genov.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/503 - Petar Genov__copy2.pdf,Same file hash.
9c66b323be2ebdf7583f2033fa27505fa861b351b972d6f756f65fa1efb5a032,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/503 - Petar Genov.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/503 - Petar Genov__copy3.pdf,Same file hash.
06a0084c90766c6cf7c0006afbc1d752a8dce14cfa752af1a85254ad5abdf19b,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/509 - Ivan Ivanov.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/509 - Ivan Ivanov__copy2.pdf,Same file hash.
06a0084c90766c6cf7c0006afbc1d752a8dce14cfa752af1a85254ad5abdf19b,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/509 - Ivan Ivanov.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/509 - Ivan Ivanov__copy3.pdf,Same file hash.
b7ce6197cb52c0aefbf99437226e889f58e8baa8d9a58d1b9eef25b966da2321,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/513 - Nikolay Nikolov.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/513 - Nikolay Nikolov__copy2.pdf,Same file hash.
b7ce6197cb52c0aefbf99437226e889f58e8baa8d9a58d1b9eef25b966da2321,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/513 - Nikolay Nikolov.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/513 - Nikolay Nikolov__copy3.pdf,Same file hash.
b01a2ce4472253a90c090f3a4e8227b964f1a9422f21aca5612accb87639e0c9,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/516 - Miroslav Milovoev.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/516 - Miroslav Milovoev__copy2.pdf,Same file hash.
b01a2ce4472253a90c090f3a4e8227b964f1a9422f21aca5612accb87639e0c9,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/516 - Miroslav Milovoev.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/516 - Miroslav Milovoev__copy3.pdf,Same file hash.
c19d24cef958aea534aecb393b8b4f9c3de56fec7444ac4b86cb15f1fa9347eb,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/517 - Kiril Nikolov.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/517 - Kiril Nikolov__copy2.pdf,Same file hash.
c19d24cef958aea534aecb393b8b4f9c3de56fec7444ac4b86cb15f1fa9347eb,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/517 - Kiril Nikolov.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/517 - Kiril Nikolov__copy3.pdf,Same file hash.
d2c9ef1245a2eb806264b1775a7310270e264d3db9ec0c2e290ee37b0255fbbb,"00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform) (1)__copy10.pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform) (1)__copy5.pdf",Same file hash.
a78515f00560bc8b5c57138136385d1d2f31e0253f6c2157569987024c0aad53,"00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform) (1).pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform) (1)__copy6.pdf",Same file hash.
bd2bed282b2b8a6a163de32136433f3cc02fd9fa910ca3bd9f83a7a8458b61ee,"00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform) (1)__copy2.pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform) (1)__copy7.pdf",Same file hash.
adc0d04f716adc7c3ec18941e382ae1d981592ea951594d6f43e9e2d24c49596,"00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform) (1)__copy3.pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform) (1)__copy8.pdf",Same file hash.
359519b9680c8eae50d35a0bf85904607e7ce71de0746896b679994c621a1d45,"00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform) (1)__copy4.pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform) (1)__copy9.pdf",Same file hash.
e364d150128a17832990f628610989a95f5d45b043cbec5872af2c9bb8b4f853,"00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform) (2) (1).pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform) (2) (1)__copy2.pdf",Same file hash.
9fee16e090b3461fcc24636ba773d81d0846bda47961a7bff1557796d9423db6,"00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform) (2).pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform) (2)__copy4.pdf",Same file hash.
0bd5b28080f811dbdd43118b8e7a09f294f40a2b50b8e096427e26ae9cd25685,"00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform) (2)__copy2.pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform) (2)__copy5.pdf",Same file hash.
5995c716981d4b0b83f92383632ec5088978e6f991080f30d75733c406288946,"00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform) (2)__copy3.pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform) (2)__copy6.pdf",Same file hash.
2c4446da4501ae65e1c51f215b507487a9d131bd32330d7aca33b3ca7129c265,"00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform) (3) (1).pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform) (3) (1)__copy2.pdf",Same file hash.
dd90e97f14bc9638a9a3e200bc604e4c7ae51aa2ee363f198a91b95eb3f0525f,"00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform) (3).pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform) (3)__copy3.pdf",Same file hash.
84b362654d6115f91b201c6e0ecf00c6a4177c3614bb224b71c14d223925b897,"00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform) (3)__copy2.pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform) (3)__copy4.pdf",Same file hash.
d9679da357274eff1613352f3e0f9ee38cdc92abe8a03796cd40c35d8cd823f8,"00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform) (4).pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform) (4)__copy2.pdf",Same file hash.
acf31c43ab122564bc90cd350d8848497597abd5fbdfb11f8759bb2a40028d4d,"00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform).pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform)__copy5.pdf",Same file hash.
e6dce607f21295b6dec6e66052c69da9f03fc7dcd5ed854b91552016683fccd6,"00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform)__copy2.pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform)__copy6.pdf",Same file hash.
7e2a2ffaba1072f1da862e20d1a56082d101c136c34e5ddf933a6160538d9056,"00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform)__copy3.pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform)__copy7.pdf",Same file hash.
8ed9f710bb087981dbbaae6ebdfde92d98657ea256158fa34140af33713fae96,"00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform)__copy4.pdf","00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/Abstimmliste (DE - SEPA, Langform)__copy8.pdf",Same file hash.
